maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00186,SR-00186,EQ-0240,Backhoe Loader,35T Class Dozer,SITE-05,2024-05-15,Inspection,Low,14935,Swing Motor,Pilot pressure drop,pump noise increases during operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0916,6.91,8.22,61449.05,8102.07,69551.12,Completed
MR-00187,SR-00187,EQ-0163,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Inspection,Critical,7723,Travel Motor,Line restriction,pump noise increases during operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0520,12.26,2.0,38617.93,8612.89,47230.82,Completed - Monitor
MR-00188,SR-00188,EQ-0115,Wheel Loader,30T Class Excavator,SITE-07,2024-05-15,Condition-Based,Medium,17248,Hydraulic Line,Filter blockage,bucket cylinder leaking externally,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0692,15.75,7.04,55405.6,4082.23,59487.83,Completed
MR-00189,SR-00189,EQ-0186,Crawler Dozer,45T Class Excavator,SITE-04,2024-05-15,Corrective,Medium,10715,Hydraulic Line,Valve spool binding,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0976,2.9,2.82,49010.39,1974.5,50984.89,Closed
MR-00190,SR-00190,EQ-0217,Motor Grader,25T Class Dozer,SITE-04,2024-05-15,Inspection,High,11229,Hydraulic Filter,Air ingress,hydraulic flow is low at operating temperature,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0970,11.54,6.23,32010.58,14658.17,46668.75,Completed - Monitor
MR-00191,SR-00191,EQ-0166,Backhoe Loader,20T Class Excavator,SITE-05,2024-05-15,Corrective,Low,10570,Main Control Valve,Cooler restriction,hydraulic flow is low at operating temperature,blocked cooler core,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0907,6.1,4.59,26218.92,7978.43,34197.35,Closed
MR-00192,SR-00192,EQ-0142,Backhoe Loader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Critical,13710,Boom Cylinder,Valve spool binding,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0810,14.48,0.5,30206.24,8800.18,39006.42,Follow-up Required
MR-00193,SR-00193,EQ-0153,Backhoe Loader,45T Class Excavator,SITE-03,2024-05-15,Corrective,High,9283,Hydraulic Line,Accumulator pressure loss,bucket cylinder leaking externally,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0637,7.85,7.68,60982.86,5483.76,66466.62,Follow-up Required
MR-00194,SR-00194,EQ-0120,Backhoe Loader,30T Class Excavator,SITE-02,2024-05-15,Condition-Based,Low,14262,Oil Cooler,Internal pump leakage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0665,6.93,5.2,38430.84,2083.69,40514.53,Follow-up Required
MR-00195,SR-00195,EQ-0167,Motor Grader,35T Class Dozer,SITE-08,2024-05-15,Inspection,Medium,5071,Boom Cylinder,Accumulator pressure loss,arm movement slow after hydraulic oil warms,high oil temperature,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0494,3.18,3.15,13774.46,7487.38,21261.84,Follow-up Required
MR-00196,SR-00196,EQ-0157,Backhoe Loader,20T Class Excavator,SITE-05,2024-05-15,Preventive,Medium,5202,Hydraulic Line,Pilot pressure drop,travel function loses power on incline,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0679,14.65,11.42,62582.49,2439.52,65022.01,Completed - Monitor
MR-00197,SR-00197,EQ-0102,Wheel Loader,20T Class Excavator,SITE-05,2024-05-15,Preventive,Medium,10992,Hydraulic Pump,Accumulator pressure loss,bucket cylinder leaking externally,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0494,7.45,5.72,27616.88,4054.77,31671.65,Follow-up Required
MR-00198,SR-00198,EQ-0105,Crawler Dozer,45T Class Excavator,SITE-07,2024-05-15,Corrective,Low,4394,Arm Cylinder,Accumulator pressure loss,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0450,5.08,3.66,16181.51,2467.21,18648.72,Completed
MR-00199,SR-00199,EQ-0140,Backhoe Loader,45T Class Excavator,SITE-04,2024-05-15,Corrective,Critical,11434,Boom Cylinder,Cooler restriction,bucket cylinder leaking externally,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0458,8.42,11.97,30264.34,13894.97,44159.31,Completed - Monitor
MR-00200,SR-00200,EQ-0190,Motor Grader,25T Class Dozer,SITE-01,2024-05-15,Corrective,Critical,15545,Bucket Cylinder,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0547,10.85,9.17,36940.61,7510.96,44451.57,Completed - Monitor
MR-00201,SR-00201,EQ-0145,Hydraulic Excavator,20T Class Excavator,SITE-05,2024-05-15,Preventive,Low,5299,Arm Cylinder,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0841,1.33,8.33,20252.99,8155.2,28408.19,Follow-up Required
MR-00202,SR-00202,EQ-0153,Hydraulic Excavator,35T Class Dozer,SITE-05,2024-05-15,Corrective,High,12248,Pilot System,Accumulator pressure loss,arm movement slow after hydraulic oil warms,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0114,7.98,10.08,56305.56,8918.75,65224.31,Follow-up Required
MR-00203,SR-00203,EQ-0103,Motor Grader,45T Class Excavator,SITE-06,2024-05-15,Corrective,Critical,5462,Hydraulic Filter,Accumulator pressure loss,hydraulic flow is low at operating temperature,high oil temperature,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0120,15.83,6.48,17550.79,11306.62,28857.41,Completed
MR-00204,SR-00204,EQ-0153,Hydraulic Excavator,45T Class Excavator,SITE-04,2024-05-15,Corrective,Low,1910,Bucket Cylinder,Internal pump leakage,bucket cylinder leaking externally,high oil temperature,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0919,14.48,10.15,47543.26,14647.21,62190.47,Completed
MR-00205,SR-00205,EQ-0160,Wheel Loader,35T Class Dozer,SITE-06,2024-05-15,Condition-Based,High,12148,Swing Motor,Valve spool binding,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0772,5.84,6.32,3865.72,8940.93,12806.65,Follow-up Required
MR-00206,SR-00206,EQ-0188,Hydraulic Excavator,30T Class Excavator,SITE-02,2024-05-15,Inspection,Critical,4394,Hydraulic Filter,Pilot pressure drop,travel function loses power on incline,air entering suction line,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0337,3.27,10.67,26878.39,14321.88,41200.27,Follow-up Required
MR-00207,SR-00207,EQ-0133,Hydraulic Excavator,45T Class Excavator,SITE-07,2024-05-15,Condition-Based,Low,3904,Oil Cooler,Accumulator pressure loss,bucket cylinder leaking externally,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0535,14.04,1.59,37384.21,2610.63,39994.84,Completed - Monitor
MR-00208,SR-00208,EQ-0141,Backhoe Loader,35T Class Dozer,SITE-08,2024-05-15,Preventive,Low,11507,Hydraulic Pump,Cooler restriction,travel function loses power on incline,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0555,4.72,3.58,36574.62,11019.46,47594.08,Completed - Monitor
MR-00209,SR-00209,EQ-0217,Crawler Dozer,45T Class Excavator,SITE-04,2024-05-15,Corrective,Low,12773,Arm Cylinder,Air ingress,arm movement slow after hydraulic oil warms,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0421,14.91,5.51,40537.27,3572.04,44109.31,Closed
MR-00210,SR-00210,EQ-0126,Motor Grader,20T Class Excavator,SITE-06,2024-05-15,Condition-Based,High,8596,Travel Motor,Air ingress,travel function loses power on incline,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0616,10.95,10.67,37785.54,6398.7,44184.24,Follow-up Required
MR-00211,SR-00211,EQ-0147,Backhoe Loader,35T Class Dozer,SITE-08,2024-05-15,Inspection,Critical,10247,Hydraulic Oil,Air ingress,bucket cylinder leaking externally,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0367,7.72,6.27,31783.58,7348.15,39131.73,Follow-up Required
MR-00212,SR-00212,EQ-0233,Wheel Loader,35T Class Dozer,SITE-06,2024-05-15,Corrective,High,9429,Pilot System,Valve spool binding,travel function loses power on incline,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0504,1.41,4.06,12465.74,9669.04,22134.78,Closed
MR-00213,SR-00213,EQ-0137,Backhoe Loader,20T Class Excavator,SITE-04,2024-05-15,Corrective,Low,16557,Main Control Valve,Accumulator pressure loss,pump noise increases during operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0938,9.48,3.15,45502.08,7736.86,53238.94,Follow-up Required
MR-00214,SR-00214,EQ-0146,Crawler Dozer,30T Class Excavator,SITE-08,2024-05-15,Inspection,Low,7187,Boom Cylinder,Pilot pressure drop,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0499,2.57,11.12,14153.41,1994.8,16148.21,Closed
MR-00215,SR-00215,EQ-0121,Crawler Dozer,20T Class Excavator,SITE-02,2024-05-15,Condition-Based,Low,7900,Hydraulic Line,Air ingress,arm movement slow after hydraulic oil warms,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0422,4.48,9.07,31924.88,7164.0,39088.88,Completed
MR-00216,SR-00216,EQ-0220,Wheel Loader,45T Class Excavator,SITE-06,2024-05-15,Preventive,Medium,3321,Swing Motor,Pilot pressure drop,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0894,2.09,11.65,10977.58,10214.76,21192.34,Closed
MR-00217,SR-00217,EQ-0192,Wheel Loader,30T Class Excavator,SITE-02,2024-05-15,Preventive,Medium,9699,Arm Cylinder,Accumulator pressure loss,travel function loses power on incline,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0300,12.05,2.43,7597.48,14943.89,22541.37,Completed
MR-00218,SR-00218,EQ-0209,Wheel Loader,30T Class Excavator,SITE-04,2024-05-15,Condition-Based,High,2446,Pilot System,Pilot pressure drop,pump noise increases during operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0534,3.14,5.55,36884.95,4091.01,40975.96,Closed
MR-00219,SR-00219,EQ-0240,Wheel Loader,45T Class Excavator,SITE-03,2024-05-15,Preventive,Low,13162,Hydraulic Filter,Line restriction,travel function loses power on incline,high oil temperature,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0774,6.35,1.22,56973.33,6973.33,63946.66,Completed
MR-00220,SR-00220,EQ-0147,Crawler Dozer,25T Class Dozer,SITE-02,2024-05-15,Preventive,Low,5360,Pilot System,Line restriction,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0215,14.93,2.68,64789.57,3741.64,68531.21,Completed - Monitor
MR-00221,SR-00221,EQ-0201,Hydraulic Excavator,20T Class Excavator,SITE-04,2024-05-15,Inspection,Medium,12487,Pilot System,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0488,7.46,1.35,12143.19,6755.64,18898.83,Completed - Monitor
MR-00222,SR-00222,EQ-0159,Motor Grader,20T Class Excavator,SITE-08,2024-05-15,Preventive,Medium,3897,Arm Cylinder,Cylinder seal wear,pump noise increases during operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0379,1.26,5.38,32483.87,13400.55,45884.42,Closed
MR-00223,SR-00223,EQ-0228,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Condition-Based,Medium,2949,Boom Cylinder,Oil contamination,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0240,9.25,1.43,23071.01,6897.06,29968.07,Closed
MR-00224,SR-00224,EQ-0143,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,High,7472,Travel Motor,Cylinder seal wear,travel function loses power on incline,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0272,13.07,1.98,38412.49,5878.49,44290.98,Completed
MR-00225,SR-00225,EQ-0234,Backhoe Loader,25T Class Dozer,SITE-07,2024-05-15,Preventive,High,5087,Oil Cooler,Air ingress,travel function loses power on incline,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0460,9.73,8.66,12352.84,8031.81,20384.65,Follow-up Required
MR-00226,SR-00226,EQ-0179,Crawler Dozer,20T Class Excavator,SITE-01,2024-05-15,Condition-Based,Medium,12224,Arm Cylinder,Air ingress,hydraulic flow is low at operating temperature,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0268,2.75,11.5,40414.84,2393.29,42808.13,Completed - Monitor
MR-00227,SR-00227,EQ-0175,Crawler Dozer,30T Class Excavator,SITE-05,2024-05-15,Corrective,Low,18012,Hydraulic Oil,Filter blockage,bucket cylinder leaking externally,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0879,8.37,9.84,9357.04,9961.44,19318.48,Completed - Monitor
MR-00228,SR-00228,EQ-0133,Backhoe Loader,25T Class Dozer,SITE-07,2024-05-15,Inspection,Critical,3348,Arm Cylinder,Internal pump leakage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0860,13.44,6.54,4216.2,13363.51,17579.71,Completed - Monitor
MR-00229,SR-00229,EQ-0189,Wheel Loader,20T Class Excavator,SITE-08,2024-05-15,Condition-Based,High,17791,Hydraulic Oil,Pilot pressure drop,pump noise increases during operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0951,13.72,6.58,17347.27,13679.46,31026.73,Completed - Monitor
MR-00230,SR-00230,EQ-0225,Backhoe Loader,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Medium,11281,Hydraulic Oil,Cooler restriction,arm movement slow after hydraulic oil warms,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0454,3.58,1.34,61626.76,5446.43,67073.19,Completed
MR-00231,SR-00231,EQ-0209,Hydraulic Excavator,25T Class Dozer,SITE-03,2024-05-15,Condition-Based,High,16375,Travel Motor,Air ingress,bucket cylinder leaking externally,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0678,2.81,2.46,57896.7,1076.08,58972.78,Completed
MR-00232,SR-00232,EQ-0236,Wheel Loader,20T Class Excavator,SITE-07,2024-05-15,Inspection,High,6903,Swing Motor,Line restriction,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0165,13.02,7.7,23661.8,13296.49,36958.29,Closed
MR-00233,SR-00233,EQ-0232,Motor Grader,20T Class Excavator,SITE-03,2024-05-15,Condition-Based,High,7929,Arm Cylinder,Pilot pressure drop,hydraulic flow is low at operating temperature,blocked cooler core,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0899,13.85,9.89,1687.15,5864.9,7552.05,Follow-up Required
MR-00234,SR-00234,EQ-0171,Wheel Loader,45T Class Excavator,SITE-04,2024-05-15,Corrective,Critical,7925,Travel Motor,Oil contamination,bucket cylinder leaking externally,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0533,13.98,4.59,38192.39,5400.82,43593.21,Closed
MR-00235,SR-00235,EQ-0163,Hydraulic Excavator,35T Class Dozer,SITE-04,2024-05-15,Inspection,High,2183,Hydraulic Pump,Oil contamination,bucket cylinder leaking externally,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0501,10.39,6.77,27881.05,8933.29,36814.34,Completed
MR-00236,SR-00236,EQ-0138,Backhoe Loader,30T Class Excavator,SITE-03,2024-05-15,Condition-Based,Low,10729,Hydraulic Oil,Cylinder seal wear,arm movement slow after hydraulic oil warms,air entering suction line,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0249,5.34,1.86,60005.72,11533.17,71538.89,Follow-up Required
MR-00237,SR-00237,EQ-0149,Crawler Dozer,30T Class Excavator,SITE-06,2024-05-15,Corrective,Critical,11259,Hydraulic Line,Pilot pressure drop,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0721,9.96,9.27,55762.47,2363.51,58125.98,Follow-up Required
MR-00238,SR-00238,EQ-0231,Backhoe Loader,20T Class Excavator,SITE-02,2024-05-15,Inspection,High,8090,Hydraulic Line,Filter blockage,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0289,4.56,11.77,7069.89,796.32,7866.21,Closed
MR-00239,SR-00239,EQ-0135,Wheel Loader,45T Class Excavator,SITE-04,2024-05-15,Inspection,Medium,8961,Hydraulic Oil,Cooler restriction,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0253,6.94,3.93,41776.83,9575.54,51352.37,Completed - Monitor
MR-00240,SR-00240,EQ-0240,Wheel Loader,35T Class Dozer,SITE-04,2024-05-15,Corrective,Low,12584,Travel Motor,Pilot pressure drop,hydraulic flow is low at operating temperature,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0752,14.06,6.27,52092.78,6958.32,59051.1,Completed - Monitor
MR-00241,SR-00241,EQ-0179,Backhoe Loader,20T Class Excavator,SITE-02,2024-05-15,Corrective,Low,8334,Boom Cylinder,Pilot pressure drop,bucket cylinder leaking externally,air entering suction line,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0858,9.33,3.4,14218.85,9541.46,23760.31,Closed
MR-00242,SR-00242,EQ-0105,Wheel Loader,25T Class Dozer,SITE-05,2024-05-15,Inspection,Low,6220,Arm Cylinder,Pilot pressure drop,travel function loses power on incline,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0364,3.03,2.27,34656.58,5232.13,39888.71,Completed
MR-00243,SR-00243,EQ-0183,Backhoe Loader,45T Class Excavator,SITE-08,2024-05-15,Inspection,Critical,2087,Hydraulic Oil,Accumulator pressure loss,bucket cylinder leaking externally,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0820,1.23,9.43,57751.66,10144.03,67895.69,Completed - Monitor
MR-00244,SR-00244,EQ-0123,Crawler Dozer,45T Class Excavator,SITE-02,2024-05-15,Condition-Based,Medium,8141,Boom Cylinder,Valve spool binding,bucket cylinder leaking externally,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0572,10.88,7.32,57361.19,9268.01,66629.2,Follow-up Required
MR-00245,SR-00245,EQ-0216,Motor Grader,25T Class Dozer,SITE-02,2024-05-15,Preventive,Low,12988,Travel Motor,Valve spool binding,bucket cylinder leaking externally,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0347,12.68,3.96,38047.43,7179.01,45226.44,Follow-up Required
MR-00246,SR-00246,EQ-0216,Wheel Loader,20T Class Excavator,SITE-08,2024-05-15,Corrective,Critical,11584,Hydraulic Pump,Valve spool binding,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0893,9.27,4.27,52155.25,5007.13,57162.38,Closed
MR-00247,SR-00247,EQ-0129,Hydraulic Excavator,30T Class Excavator,SITE-06,2024-05-15,Condition-Based,Medium,9274,Travel Motor,Valve spool binding,travel function loses power on incline,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0447,15.01,5.96,30376.42,3997.96,34374.38,Completed
MR-00248,SR-00248,EQ-0165,Crawler Dozer,20T Class Excavator,SITE-01,2024-05-15,Preventive,Medium,1913,Bucket Cylinder,Filter blockage,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0875,2.28,0.55,64954.04,8630.03,73584.07,Completed
MR-00249,SR-00249,EQ-0223,Backhoe Loader,25T Class Dozer,SITE-08,2024-05-15,Preventive,Medium,13763,Boom Cylinder,Valve spool binding,arm movement slow after hydraulic oil warms,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0745,11.97,1.7,48164.68,1319.41,49484.09,Closed
MR-00250,SR-00250,EQ-0188,Wheel Loader,45T Class Excavator,SITE-06,2024-05-15,Corrective,Critical,18366,Boom Cylinder,Cooler restriction,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0427,9.28,2.71,7565.46,3586.34,11151.8,Completed - Monitor
MR-00251,SR-00251,EQ-0224,Backhoe Loader,30T Class Excavator,SITE-05,2024-05-15,Condition-Based,Medium,7648,Hydraulic Filter,Line restriction,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0111,11.03,10.47,3109.16,14326.63,17435.79,Completed - Monitor
MR-00252,SR-00252,EQ-0221,Motor Grader,30T Class Excavator,SITE-05,2024-05-15,Corrective,Low,17181,Hydraulic Filter,Air ingress,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0545,7.58,10.79,51136.07,9620.44,60756.51,Completed - Monitor
MR-00253,SR-00253,EQ-0171,Crawler Dozer,20T Class Excavator,SITE-08,2024-05-15,Preventive,Critical,16601,Oil Cooler,Line restriction,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0903,10.19,10.19,17842.55,14994.9,32837.45,Follow-up Required
MR-00254,SR-00254,EQ-0108,Wheel Loader,35T Class Dozer,SITE-02,2024-05-15,Condition-Based,High,18490,Arm Cylinder,Internal pump leakage,bucket cylinder leaking externally,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0255,6.6,5.92,34320.14,6345.23,40665.37,Closed
MR-00255,SR-00255,EQ-0215,Motor Grader,35T Class Dozer,SITE-03,2024-05-15,Inspection,High,12084,Boom Cylinder,Line restriction,travel function loses power on incline,blocked cooler core,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0691,10.33,8.93,53100.25,11977.54,65077.79,Completed
MR-00256,SR-00256,EQ-0134,Hydraulic Excavator,35T Class Dozer,SITE-02,2024-05-15,Preventive,Medium,2607,Oil Cooler,Filter blockage,arm movement slow after hydraulic oil warms,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0187,8.0,7.16,40437.39,7779.63,48217.02,Completed
MR-00257,SR-00257,EQ-0103,Crawler Dozer,25T Class Dozer,SITE-02,2024-05-15,Inspection,Critical,13489,Swing Motor,Air ingress,pump noise increases during operation,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0243,5.04,3.36,43744.43,6149.78,49894.21,Closed
MR-00258,SR-00258,EQ-0160,Backhoe Loader,45T Class Excavator,SITE-07,2024-05-15,Condition-Based,Critical,6387,Travel Motor,Line restriction,pump noise increases during operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0761,3.62,6.06,14162.06,4446.85,18608.91,Closed
MR-00259,SR-00259,EQ-0150,Backhoe Loader,25T Class Dozer,SITE-03,2024-05-15,Corrective,Critical,9871,Hydraulic Filter,Pilot pressure drop,pump noise increases during operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0662,2.47,1.58,59286.92,10947.14,70234.06,Follow-up Required
MR-00260,SR-00260,EQ-0192,Backhoe Loader,25T Class Dozer,SITE-08,2024-05-15,Inspection,Low,8544,Main Control Valve,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0573,8.33,3.76,40185.09,12825.9,53010.99,Follow-up Required
MR-00261,SR-00261,EQ-0178,Wheel Loader,45T Class Excavator,SITE-02,2024-05-15,Corrective,Critical,10853,Bucket Cylinder,Air ingress,pump noise increases during operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0261,6.56,5.9,23186.13,8560.41,31746.54,Closed
MR-00262,SR-00262,EQ-0164,Crawler Dozer,25T Class Dozer,SITE-05,2024-05-15,Inspection,High,5951,Boom Cylinder,Cylinder seal wear,travel function loses power on incline,high oil temperature,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0474,9.77,3.81,17687.99,626.07,18314.06,Completed
MR-00263,SR-00263,EQ-0240,Wheel Loader,30T Class Excavator,SITE-02,2024-05-15,Condition-Based,High,6757,Accumulator,Valve spool binding,arm movement slow after hydraulic oil warms,blocked cooler core,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0639,7.66,10.15,30836.99,2678.39,33515.38,Completed
MR-00264,SR-00264,EQ-0176,Wheel Loader,35T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,9313,Pilot System,Line restriction,travel function loses power on incline,air entering suction line,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0155,3.24,7.11,63505.37,4204.97,67710.34,Closed
MR-00265,SR-00265,EQ-0183,Motor Grader,35T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,14280,Accumulator,Air ingress,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0309,1.63,7.43,51454.13,9397.9,60852.03,Completed
MR-00266,SR-00266,EQ-0206,Crawler Dozer,45T Class Excavator,SITE-04,2024-05-15,Preventive,Medium,10776,Swing Motor,Cooler restriction,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0709,6.78,11.77,24750.56,6994.96,31745.52,Follow-up Required
MR-00267,SR-00267,EQ-0116,Backhoe Loader,35T Class Dozer,SITE-03,2024-05-15,Preventive,Critical,13604,Boom Cylinder,Oil contamination,hydraulic oil temperature rises during continuous operation,blocked cooler core,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0408,5.85,1.5,36108.21,7322.92,43431.13,Completed
